noParty,nomParty,listOrder,name,acadTitle,age,occupation,residency
19,Kotleba - Ľudová strana Naše Slovensko,2,Martin Beluský,Ing. PhD.,28,generálny riaditeľ,Piešťany
19,Kotleba - Ľudová strana Naše Slovensko,3,Rastislav Schlosár,Mgr.,31,predseda predstavenstva akciovej spoločnosti,Bacúrov
19,Kotleba - Ľudová strana Naše Slovensko,4,Juraj Kolesár,,37,technik,Košice - Dargovských hrdinov
19,Kotleba - Ľudová strana Naše Slovensko,5,Natália Grausová,MUDr.,62,lekárka,Bratislava - Ružinov
19,Kotleba - Ľudová strana Naše Slovensko,6,Milan Uhrík,Ing. PhD.,31,riaditeľ úradu Banskobystrického samosprávneho kraja,Komjatice
19,Kotleba - Ľudová strana Naše Slovensko,7,Ondrej Binder,,45,stolár,Svätý Anton
19,Kotleba - Ľudová strana Naše Slovensko,8,Stanislav Drobný,Bc.,45,mestský policajt,Piešťany
19,Kotleba - Ľudová strana Naše Slovensko,9,Andrej Medvecký,,28,živnostník,Tvrdošín
19,Kotleba - Ľudová strana Naše Slovensko,10,Ján Kecskés,Bc.,26,tajomník predsedu Banskobystrického samosprávneho kraja,Nitra
19,Kotleba - Ľudová strana Naše Slovensko,11,Stanislav Mizík,Mgr.,52,učiteľ,Rovné
19,Kotleba - Ľudová strana Naše Slovensko,12,Peter Krupa,,35,elektrotechnik,Nová Dubnica
19,Kotleba - Ľudová strana Naše Slovensko,13,Jana Nehézová,Ing.,41,vedúca oddelenia,Staré Hory
19,Kotleba - Ľudová strana Naše Slovensko,14,Milan Mazurek,,22,manažér e-shopu,Spišská Belá
19,Kotleba - Ľudová strana Naše Slovensko,15,Ján Mora,,32,odborný referent,Brezno
19,Kotleba - Ľudová strana Naše Slovensko,16,Marián Chmelár,Bc.,55,právny referent,Bratislava - Petržalka
19,Kotleba - Ľudová strana Naše Slovensko,17,Milan Špánik,Ing.,44,konateľ,Nové Mesto nad Váhom
19,Kotleba - Ľudová strana Naše Slovensko,18,Rastislav Smolka,,43,vodič predajca,Nová Dubnica
19,Kotleba - Ľudová strana Naše Slovensko,19,Vladimír Zeman,Ing.,70,stavebný technik,Bratislava - Vrakuňa
19,Kotleba - Ľudová strana Naše Slovensko,20,Jozef Mihalčin,Ing.,56,živnostník,Vranov nad Topľou
19,Kotleba - Ľudová strana Naše Slovensko,21,Štefan Szaniszló,,48,SZČO,Krásnohorské Podhradie
19,Kotleba - Ľudová strana Naše Slovensko,22,Mário Šušek,,37,informatik,Mojmírovce
19,Kotleba - Ľudová strana Naše Slovensko,23,Martin Ferančík,Mgr.,26,kontrolór kvality,Dolný Kubín
19,Kotleba - Ľudová strana Naše Slovensko,24,Peter Kiss,Bc.,43,SZČO,Šaľa
19,Kotleba - Ľudová strana Naše Slovensko,25,Ján Cuper,doc. JUDr. CSc.,69,vysokoškolský pedagóg,Bratislava - Staré Mesto
19,Kotleba - Ľudová strana Naše Slovensko,26,Rastislav Kysel,,38,skladník,Dolná Trnávka
19,Kotleba - Ľudová strana Naše Slovensko,27,Lenka Čarná,Mgr.,30,živnostníčka,Záborské
19,Kotleba - Ľudová strana Naše Slovensko,28,Štefan Surmánek,PhDr. CSc.,63,vysokoškolský pedagóg,Košice - Sever
19,Kotleba - Ľudová strana Naše Slovensko,29,Richard Tokušev,,45,živnostník občiansky aktivista,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,30,Peter Kulič,,34,osobný strážca,Detva
19,Kotleba - Ľudová strana Naše Slovensko,31,Vojtech Papp,Mgr.,63,vedúci oddelenia,Lučenec
19,Kotleba - Ľudová strana Naše Slovensko,32,Marek Ďurán,Ing.,29,obchodný manažér,Košice - Západ
19,Kotleba - Ľudová strana Naše Slovensko,33,Martin Kotleba,Ing.,37,ekonóm,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,34,Jaroslav Kacian,,42,živnostník,Sirk
19,Kotleba - Ľudová strana Naše Slovensko,35,František Drozd,,55,SZČO,Čadca
19,Kotleba - Ľudová strana Naše Slovensko,36,Štefan Hudák,,36,živnostník,Moldava nad Bodvou
19,Kotleba - Ľudová strana Naše Slovensko,37,Ján Pňaček,,49,živnostník,Ivanka pri Nitre
19,Kotleba - Ľudová strana Naše Slovensko,38,Anton Čulen,Mgr.,50,učiteľ,Bratislava - Petržalka
19,Kotleba - Ľudová strana Naše Slovensko,39,Miroslav Ramšak,,31,skladník,Trebišov
19,Kotleba - Ľudová strana Naše Slovensko,40,Radovan Hrádek,Mgr.,61,advokát,Gabčíkovo
19,Kotleba - Ľudová strana Naše Slovensko,41,Karol Polansky,,57,turistický sprievodca,Pezinok
19,Kotleba - Ľudová strana Naše Slovensko,42,Martin Baltes,Ing.,34,SZČO,Trstené pri Hornáde
19,Kotleba - Ľudová strana Naše Slovensko,43,Marián Lacena,,38,obchodný manažér,Ludanice
19,Kotleba - Ľudová strana Naše Slovensko,44,Rastislav Rogel,Mgr.,46,manažér reštaurácií,Bratislava - Dúbravka
19,Kotleba - Ľudová strana Naše Slovensko,45,Milan Kršiak,Ing.,56,stavebný robotník,Pliešovce
19,Kotleba - Ľudová strana Naše Slovensko,46,Anton Čekan,,55,nezamestnaný,Košice - Juh
19,Kotleba - Ľudová strana Naše Slovensko,47,Eva Zelenayová,Ing.,70,novinárka,Bratislava - Podunajské Biskupice
19,Kotleba - Ľudová strana Naše Slovensko,48,Miroslav Šuňal,Mgr.,43,politológ technický pracovník,Bratislava - Staré Mesto
19,Kotleba - Ľudová strana Naše Slovensko,49,Peter Kašarik,,46,mechanik,Cerová
19,Kotleba - Ľudová strana Naše Slovensko,50,Stanislav Lakata,,36,technik,Košice - Nad jazerom
19,Kotleba - Ľudová strana Naše Slovensko,51,Juraj Oščenda,Mgr.,29,špeditér,Trebišov
19,Kotleba - Ľudová strana Naše Slovensko,52,Dušan Cibula,,34,vodič,Banský Studenec
19,Kotleba - Ľudová strana Naše Slovensko,53,Radoslav Luka,Ing.,31,vedúci dopravného úseku,Nitra
19,Kotleba - Ľudová strana Naše Slovensko,54,Ludmila Rendeková,,53,bezpečnostná pracovníčka,Žilina
19,Kotleba - Ľudová strana Naše Slovensko,55,Blažena Ištoková,,49,konateľka spoločnosti,Kežmarok
19,Kotleba - Ľudová strana Naše Slovensko,56,Ján Onduš,,51,živnostník,Prievidza
19,Kotleba - Ľudová strana Naše Slovensko,57,Pavol Drobný,Ing.,49,konateľ firmy,Vranov nad Topľou
19,Kotleba - Ľudová strana Naše Slovensko,58,Martin Žáčik,,42,revízny technik,Trenčín
19,Kotleba - Ľudová strana Naše Slovensko,59,Tibor Rúgó,Bc.,54,účtovník,Jesenské
19,Kotleba - Ľudová strana Naše Slovensko,60,Stanislav Šurik,,30,bezpečnostno-technický pracovník,Trenčín
19,Kotleba - Ľudová strana Naše Slovensko,61,Adriana Zavadinková,,42,vedúca výroby,Tisovec
19,Kotleba - Ľudová strana Naše Slovensko,62,Marek Dubai,,30,živnostník,Skalica
19,Kotleba - Ľudová strana Naše Slovensko,63,Boris Kábele,,50,živnostník,Bratislava - Staré Mesto
19,Kotleba - Ľudová strana Naše Slovensko,64,Monika Pňačeková,,48,živnostníčka,Ivanka pri Nitre
19,Kotleba - Ľudová strana Naše Slovensko,65,Marek Kotleba,,32,odborný referent,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,66,Ladislav Nagy,,43,pracovník SBS,Piešťany
19,Kotleba - Ľudová strana Naše Slovensko,67,Martina Kmeťová,,27,vedúca úseku kontroly,Zvolen
19,Kotleba - Ľudová strana Naše Slovensko,68,František Džuppa,Ing.,60,živnostník,Michalovce
19,Kotleba - Ľudová strana Naše Slovensko,69,Štefan Jurík,,36,odborný referent pre dopravu,Zlaté Moravce
19,Kotleba - Ľudová strana Naše Slovensko,70,Monika Sečkárová,Bc.,38,odborná referentka,Priechod
19,Kotleba - Ľudová strana Naše Slovensko,71,Július Stanko,MVDr.,50,poľnohospodár,Čečehov
19,Kotleba - Ľudová strana Naše Slovensko,72,Stanislav Kandera,,45,odborný referent,Brezno
19,Kotleba - Ľudová strana Naše Slovensko,73,Juraj Brandajský,,21,technik,Bojná
19,Kotleba - Ľudová strana Naše Slovensko,74,Blažena Pospíšilová,,22,kuchárka,Kežmarok
19,Kotleba - Ľudová strana Naše Slovensko,75,Andrea Brehová,,42,SZČO,Prešov
19,Kotleba - Ľudová strana Naše Slovensko,76,Michaela Kružlicová,,22,odborná referentka,Banská Štiavnica
19,Kotleba - Ľudová strana Naše Slovensko,77,Stanislav Susa,,24,pracovník bezpečnostnej služby,Spišská Belá
19,Kotleba - Ľudová strana Naše Slovensko,78,Ján Gancarčík,,45,vodič autobusu,Spišská Stará Ves
19,Kotleba - Ľudová strana Naše Slovensko,79,Erik Furák,,22,pracovník v poľnohospodárstve,Kokava nad Rimavicou
19,Kotleba - Ľudová strana Naše Slovensko,80,Michal Györgyík,,37,kontrolór,Veľký Krtíš
19,Kotleba - Ľudová strana Naše Slovensko,81,Kazimír Sabadoš,Ing.,59,prevádzkár,Bušince
19,Kotleba - Ľudová strana Naše Slovensko,82,Zdenko Ľaudár,,37,podnikateľ,Tisovec
19,Kotleba - Ľudová strana Naše Slovensko,83,Ivan Očenáš,,39,podnikateľ,Spišská Stará Ves
19,Kotleba - Ľudová strana Naše Slovensko,84,Peter Kupka,Mgr.,36,advokát,Trnava
19,Kotleba - Ľudová strana Naše Slovensko,85,Zuzana Garelová,,31,živnostníčka,Bratislava - Karlova Ves
19,Kotleba - Ľudová strana Naše Slovensko,86,Marcel Urban,,33,nezamestnaný,Lúka
19,Kotleba - Ľudová strana Naše Slovensko,87,Marián Mišún,Mgr.,36,živnostník,Púchov
19,Kotleba - Ľudová strana Naše Slovensko,88,Marián Magát,,30,stavbár,Dunajov
19,Kotleba - Ľudová strana Naše Slovensko,89,Michal Buchta,,27,prípravár výroby,Ružomberok
19,Kotleba - Ľudová strana Naše Slovensko,90,Jozef Koňa,,33,nezamestnaný,Slanec
19,Kotleba - Ľudová strana Naše Slovensko,91,Miroslav Potančok,,41,konateľ spoločnosti,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,92,Ivan Pavlisko,Mgr.,70,dôchodca,Ružomberok
19,Kotleba - Ľudová strana Naše Slovensko,93,Peter Hamala,Ing.,38,poisťovací agent,Trnava
19,Kotleba - Ľudová strana Naše Slovensko,94,Marek Hlavatý,,27,živnostník,Harichovce
19,Kotleba - Ľudová strana Naše Slovensko,95,Roland Šturman,,39,vodič,Muránska Dlhá Lúka
19,Kotleba - Ľudová strana Naše Slovensko,96,Rastislav Čech,Mgr.,31,lesník,Repište
19,Kotleba - Ľudová strana Naše Slovensko,97,Ivan Bokor,,41,živnostník,Pečeňady
19,Kotleba - Ľudová strana Naše Slovensko,98,Nina Uherčíková,Mgr.,27,odborná referentka,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,99,Jozef Mravec,Ing.,62,riaditeľ DSS,Detva
19,Kotleba - Ľudová strana Naše Slovensko,100,Anton Holka,,40,živnostník,Horná Ždaňa
19,Kotleba - Ľudová strana Naše Slovensko,101,Peter Klačan,,28,účtovný manažér,Alekšince
19,Kotleba - Ľudová strana Naše Slovensko,102,Jarmila Berry Tociková,Mgr.,53,stredoškolská učiteľka,Košice - Juh
19,Kotleba - Ľudová strana Naše Slovensko,103,Jozef Macurik,,22,študent,Krokava
19,Kotleba - Ľudová strana Naše Slovensko,104,Viliam Brandis,Mgr.,47,učiteľ,Michalovce
19,Kotleba - Ľudová strana Naše Slovensko,105,František Lipka,,30,operátor výroby,Ľubotice
19,Kotleba - Ľudová strana Naše Slovensko,106,Renáta Hartling Oravcová,,49,živnostníčka,Moravany nad Váhom
19,Kotleba - Ľudová strana Naše Slovensko,107,Ján Tóth,,29,robotník,Trnovec nad Váhom
19,Kotleba - Ľudová strana Naše Slovensko,108,Matúš Svinčák,Mgr.,31,informatik,Martin
19,Kotleba - Ľudová strana Naše Slovensko,109,Jana Pioková,,57,živnostníčka,Vranov nad Topľou
19,Kotleba - Ľudová strana Naše Slovensko,110,Zuzana Kašiarová,Ing.,27,ekonómka,Banský Studenec
19,Kotleba - Ľudová strana Naše Slovensko,111,Peter Demjan,,31,manažér predaja,Humenné
19,Kotleba - Ľudová strana Naše Slovensko,112,Branislav Duša,,52,kontrolór,Banská Bystrica
19,Kotleba - Ľudová strana Naše Slovensko,113,Monika Hrabovská,,23,odborná referentka,Branč
19,Kotleba - Ľudová strana Naše Slovensko,114,Peter Tonko,,30,informátor,Horná Mičiná
19,Kotleba - Ľudová strana Naše Slovensko,115,Vladimíra Šmidtová,,35,koordinátorka radkyňa,Turčok
19,Kotleba - Ľudová strana Naše Slovensko,116,Peter Meda,,32,montážny pracovník,Námestovo
19,Kotleba - Ľudová strana Naše Slovensko,117,Gabriel Kočík,,52,vodič,Liptovská Teplá
19,Kotleba - Ľudová strana Naše Slovensko,118,Monika Mardžejová,,46,účtovníčka,Vranov nad Topľou
19,Kotleba - Ľudová strana Naše Slovensko,119,Jozef Michalko,Ing.,49,projektový inžinier,Liptovský Hrádok
19,Kotleba - Ľudová strana Naše Slovensko,120,Emília Frolová,,56,nezamestnaná,Kysucký Lieskovec
19,Kotleba - Ľudová strana Naše Slovensko,121,Ján Kuboš,Ing.,31,konateľ spoločnosti,Nižná
19,Kotleba - Ľudová strana Naše Slovensko,122,Marek Šimko,,30,vedúci prevádzky,Nové Mesto nad Váhom
19,Kotleba - Ľudová strana Naše Slovensko,123,Andrej Salnický,Ing.,29,konštruktér,Pohranice
19,Kotleba - Ľudová strana Naše Slovensko,124,Jana Drobná,,34,pokladníčka predavačka,Piešťany
19,Kotleba - Ľudová strana Naše Slovensko,125,Roman Blanár,,52,manažér reštaurácie,Bratislava - Ružinov
19,Kotleba - Ľudová strana Naše Slovensko,126,Dušan Rajtek,,50,SZČO,Kysucký Lieskovec
19,Kotleba - Ľudová strana Naše Slovensko,127,Vladimír Šišovský,Ing.,72,dôchodca,Piešťany
19,Kotleba - Ľudová strana Naše Slovensko,128,Martin Celleng,Bc.,26,prevádzkový manažér,Lesenice
19,Kotleba - Ľudová strana Naše Slovensko,129,Jozefína Schlosárová,RNDr.,62,dôchodkyňa,Bratislava - Petržalka
19,Kotleba - Ľudová strana Naše Slovensko,130,Miroslav Šimek,Ing.,66,dôchodca,Galanta
19,Kotleba - Ľudová strana Naše Slovensko,131,Vladimír Kuteš,,41,podnikateľ,Dolný Kubín
19,Kotleba - Ľudová strana Naše Slovensko,132,Martina Kováčiková,Mgr.,28,riaditeľka domova dôchodcov,Svätý Anton
19,Kotleba - Ľudová strana Naše Slovensko,133,Vanda Čemanová,,52,SZČO,Bacúrov
19,Kotleba - Ľudová strana Naše Slovensko,134,Stanislav Handzuš,Bc.,36,stavbár,Svit
19,Kotleba - Ľudová strana Naše Slovensko,135,Michal Mikita,Bc.,34,projektový manažér,Prešov
19,Kotleba - Ľudová strana Naše Slovensko,136,Jana Drengubiaková,,42,vedúca predajne,Malý Čepčín
19,Kotleba - Ľudová strana Naše Slovensko,137,Karol Mužík,,41,zámočník,Trnavá Hora
19,Kotleba - Ľudová strana Naše Slovensko,138,Roman Krivošík,,46,podnikateľ,Trnava
19,Kotleba - Ľudová strana Naše Slovensko,139,Ján Balušík,Ing.,40,učiteľ,Prečín
19,Kotleba - Ľudová strana Naše Slovensko,140,Alžbeta Dovcová,Mgr.,29,poisťovacia poradkyňa,Žiar nad Hronom
19,Kotleba - Ľudová strana Naše Slovensko,141,Stanislav Korčinský,,34,SZČO,Vranov nad Topľou
19,Kotleba - Ľudová strana Naše Slovensko,142,Tomáš Lofaj,,21,informátor,Tvrdošín
19,Kotleba - Ľudová strana Naše Slovensko,143,Katarína Šintalová,,41,podnikateľka,Bratislava - Petržalka
19,Kotleba - Ľudová strana Naše Slovensko,144,Vladimír Hečko,,38,vodič,Trnava
19,Kotleba - Ľudová strana Naše Slovensko,145,Zuzana Letková,Ing.,41,podnikateľka,Dolný Kubín
19,Kotleba - Ľudová strana Naše Slovensko,146,Peter Ďurica,Ing.,52,riaditeľ múzea,Divín
19,Kotleba - Ľudová strana Naše Slovensko,147,Marek Belák,Ing.,50,manažér akadémie,Martin
19,Kotleba - Ľudová strana Naše Slovensko,148,Jozef Mikuš,,76,dôchodca,Častá
19,Kotleba - Ľudová strana Naše Slovensko,149,Ivan Katrinec,,47,zástupca riaditeľa,Hostie
20,#Sieť,1,Radoslav Procházka,,43,právnik,Bratislava - Petržalka
20,#Sieť,2,Katarína Macháčková,JUDr.,45,primátorka,Prievidza
20,#Sieť,3,Andrej Hrnčiar,Mgr. art.,42,primátor,Martin
20,#Sieť,4,Miroslav Beblavý,doc. Ing. PhD.,39,poslanec NR SR,Bratislava - Ružinov
20,#Sieť,5,Katarína Cséfalvayová,Ing. PhD.,30,vysokoškolská pedagogička,Dunajská Streda
20,#Sieť,6,Eduard Adamčík,Ing.,53,ekonóm,Košice - Sídlisko KVP
20,#Sieť,7,Simona Petrík,Mgr.,33,podnikateľka,Bratislava - Karlova Ves
20,#Sieť,8,Igor Janckulík,,47,podnikateľ,Krušetnica
20,#Sieť,9,Alena Bašistová,doc. PhDr. Mgr. PhD.,39,vysokoškolská pedagogička,Košice - Staré Mesto
20,#Sieť,10,Zuzana Zimenová,Mgr.,50,analytička vzdelávania,Šamorín
20,#Sieť,11,Vladimír Bilčík,MPhil. PhD.,40,vyskoškolský učiteľ,Bratislava - Staré Mesto
20,#Sieť,12,Tomáš Stoklasa,JUDr.,39,advokát,Nitra
20,#Sieť,13,Martin Kapitulík,Ing.,30,ekonóm,Žilina
20,#Sieť,14,Martin Fedor,Mgr. MEconSC,42,poslanec NR SR,Trenčianske Teplice
20,#Sieť,15,Jozef Konkoly,JUDr. Ing.,60,starosta,Kechnec
20,#Sieť,16,Martin Ďurišin,PhDr. PhD.,37,politológ,Prešov
20,#Sieť,17,Lucia Copáková,MUDr.,34,primárka oddelenia lekárskej genetiky,Bratislava - Petržalka
20,#Sieť,18,Róbert Auxt,,30,ekonóm,Bratislava - Rača
20,#Sieť,19,Jozef Kamenický,Ing.,56,starosta,Nižný Slavkov
20,#Sieť,20,Júlia Čurillová,Mgr.,46,riaditeľka školy,Domaňovce
20,#Sieť,21,Ľubomír Kubla,,44,hoteliér,Zborov nad Bystricou
20,#Sieť,22,Juraj Kurňavka,Ing.,42,ekonóm,Ružomberok
20,#Sieť,23,Roman Jaroš,JUDr.,41,manažér,Považská Bystrica
20,#Sieť,24,Ján Králik,Ing. arch.,56,zástupca primátora,Brezno
20,#Sieť,25,František Gőgh,Ing.,52,starosta,Veľké Úľany
20,#Sieť,26,Maroš Sagan,Mgr. PhD.,40,starosta,Cífer
20,#Sieť,27,Roman Brecely,Ing. MBA,49,živnostník,Zálesie
20,#Sieť,28,Ivan Rončák,Mgr. PhD.,37,politológ,Ružomberok
20,#Sieť,29,Ladislav Lukáč,Ing.,43,ekonóm manažér,Banská Bystrica
20,#Sieť,30,Renáta Popundová,Mgr.,45,vedúca sestra,Zvolen
20,#Sieť,31,Ján Mrva,Ing.,46,starosta,Bratislava - Vajnory
20,#Sieť,32,Radoslav Dlugoš,,39,starosta,Smolník
20,#Sieť,33,Adrián Gužo,PhDr.,35,starosta,Kružlová
20,#Sieť,34,Miroslav Špak,,41,stavebný technik,Košice - Sídlisko Ťahanovce
20,#Sieť,35,Ján Prílepok,Ing.,36,ekonóm,Dolný Kubín
20,#Sieť,36,Miroslava Zajcevová,Ing.,45,konateľka,Humenné
20,#Sieť,37,Luboš Kürthy,Mgr.,42,historik umenia,Kremnica
20,#Sieť,38,Ľubomír Kocourek,Mgr.,24,právnik,Plavecké Podhradie
20,#Sieť,39,Pavel Greksa,Ing.,58,starosta,Mýtna
20,#Sieť,40,Ľudmila Chodelková,PaedDr.,49,riaditeľka centra voľného času,Žilina
20,#Sieť,41,Ladislav Lörinc,Mgr.,27,projektový manažér,Košice - Sídlisko KVP
20,#Sieť,42,Dominika Tekeliová,Mgr. PhD.,27,vysokoškolská pedagogička,Nitra
20,#Sieť,43,Samuel Vavrík,Ing.,30,podnikateľ,Piešťany
20,#Sieť,44,Igor Adamec,Mgr.,51,riaditeľ televízie,Bratislava - Ružinov
20,#Sieť,45,Ján Maník,PhDr. PaedDr. PhD. MBA,39,štátny zamestnanec,Bardejov
20,#Sieť,46,Viera Kovalíková,Ing.,52,ekonómka,Trebišov
20,#Sieť,47,Martin Starzyk,MUDr. PhD.,41,lekár chirurg,Nové Zámky
20,#Sieť,48,Ľubomír Fiksel,Ing.,34,podnikateľ,Partizánske
20,#Sieť,49,Jozef Kohajda,MUDr.,48,lekár,Sielnica
20,#Sieť,50,Andrej Kopták,Mgr.,31,manažér,Slovenský Grob
20,#Sieť,51,Erik Haľko,Bc.,41,manažér,Košice - Sever
20,#Sieť,52,Marcel Maťovčík,Bc.,43,podnikateľ,Martin
20,#Sieť,53,Róbert Pietrik,JUDr.,42,vedúci právnej kancelárie,Prievidza
20,#Sieť,54,Michal Radosa,Mgr. Ing.,38,zástupca starostu,Bratislava - Petržalka
20,#Sieť,55,Tomáš Vlachovič,Bc.,37,manažér,Pezinok
20,#Sieť,56,Martin Červenka,Ing.,31,starosta,Ratkovce
20,#Sieť,57,Jozef Beňo,JUDr. PhD.,37,advokát,Poprad
20,#Sieť,58,Ivan Plevík,,44,technik automatizácie výroby,Tvrdošín
20,#Sieť,59,Marcel Šulo,Mgr.,40,manažér,Čadca
20,#Sieť,60,Michal Fajin,Bc.,30,generálny riaditeľ,Topoľčany
20,#Sieť,61,Róbert Nálepka,Ing.,44,ekonóm,Vyšný Medzev
20,#Sieť,62,Ivan Černega,Ing.,30,referent stavebnej výroby,Medzilaborce
20,#Sieť,63,Roman Janči,Bc. PhDr.,45,manažér v cestovnom ruchu,Liptovský Mikuláš
20,#Sieť,64,Soňa Szabadosová,Ing.,51,ekonómka,Kútniky
20,#Sieť,65,Ján Ohorčák,,36,manažér,Sobrance
20,#Sieť,66,Lukáš Paľko,Ing.,29,podnikateľ,Sedliská
20,#Sieť,67,Marek Hovaňák,,21,počítačovo-systémový technik,Kežmarok
20,#Sieť,68,Roland Schaller,Ing.,41,riaditeľ,Zvolen
20,#Sieť,69,Róbert Orság,,39,podnikateľ,Zvolen
20,#Sieť,70,Jozef Juriš,,41,živnostník,Žilina
20,#Sieť,71,Peter Vajda,PhDr.,52,starosta,Nededza
20,#Sieť,72,Július Kozák,,38,živnostník,Bytča
20,#Sieť,73,Ervín Szalma,Mgr.,36,učiteľ,Levice
20,#Sieť,74,Martin Šorf,Ing.,36,riaditeľ obchodnej spoločnosti,Nové Mesto nad Váhom
20,#Sieť,75,Pavel Jánošík,Mgr.,60,učiteľ,Poltár
20,#Sieť,76,Miroslav Juríček,Ing.,49,zamestnanec štátnej správy,Revúca
20,#Sieť,77,Martin Ferák,Mgr.,43,podnikateľ,Bratislava - Ružinov
20,#Sieť,78,Ivan Hriczko,Mgr.,35,manažér,Košice - Sídlisko KVP
20,#Sieť,79,Mário Balázs,Ing.,41,podnikateľ,Kostoľany pod Tribečom
20,#Sieť,80,Karol Glezgo,Bc.,29,zamestnanec samosprávy,Lučenec
20,#Sieť,81,Jaroslav Kašuba,Mgr.,34,živnostník,Nová Bystrica
20,#Sieť,82,Vladimír Svrček,Ing. Ing.,47,súdny znalec,Kysucké Nové Mesto
20,#Sieť,83,Zuzana Badová,Bc.,24,študentka,Martin
20,#Sieť,84,Ivan Uhlár,Mgr.,31,právnik,Bratislava - Petržalka
20,#Sieť,85,Jana Rubická,Mgr.,46,riaditeľka ZŠ,Košice - Dargovských hrdinov
20,#Sieť,86,Simona Smoľáková,JUDr.,29,právnička,Strážske
20,#Sieť,87,Patrik Magdoško,,38,živnostník,Strážske
20,#Sieť,88,Martin Vojtašovič,JUDr.,31,právnik,Bratislava - Ružinov
20,#Sieť,89,Veronika Gmiterko,MBA,33,krízová manažérka,Bratislava - Karlova Ves
20,#Sieť,90,Martin Galgoczy,JUDr.,30,SZČO,Veľké Ozorovce
20,#Sieť,91,Roman Rosina,Mgr.,25,manažér,Púchov
20,#Sieť,92,Oto Hodulík,Ing.,29,manažér,Horné Orešany
20,#Sieť,93,Tomáš Máľus,,24,študent,Banská Bystrica
20,#Sieť,94,Miloslav Vysoký,Ing.,59,manažér,Podhradík
20,#Sieť,95,Mária Olešová,PaedDr. Ing.,47,učiteľka,Krušetnica
20,#Sieť,96,Milan Lörinc,Ing.,43,ekonóm,Michalovce
20,#Sieť,97,Ľuboš Török,PhDr. PhD.,36,vysokoškolský pedagóg,Nitra
20,#Sieť,98,Juraj Valentovič,,52,živnostník,Nová Baňa
20,#Sieť,99,Ján Greššo,Mgr.,34,manažér,Nitra
20,#Sieť,100,Ivana Uhríková,,42,lektorka,Žiar nad Hronom
20,#Sieť,101,Michal Majdák,Mgr.,42,manažér,Prešov
20,#Sieť,102,Peter Ilčík,Mgr.,31,zamestnanec samosprávy,Lučenec
20,#Sieť,103,Michal Sládek,Ing.,29,podnikateľ,Senica
20,#Sieť,104,Peter Závodský,Mgr.,47,zástupca primátorky,Hurbanovo
20,#Sieť,105,Roman Koňuch,Mgr.,31,geológ,Tvrdošín
20,#Sieť,106,Martin Kvetko,,22,študent,Muránska Dlhá Lúka
20,#Sieť,107,Vladimír Jóri,Ing.,44,manažér,Diakovce
20,#Sieť,108,Jozef Benko,Ing.,29,ekonóm,Poprad
20,#Sieť,109,Denis Cáder,Bc.,24,študent VŠ,Žilina
20,#Sieť,110,Vladimír Baran,Bc.,45,starosta,Smilno
20,#Sieť,111,Jaroslav Pepucha,,33,starosta,Beňadovo
20,#Sieť,112,Tatiana Faltinová,Mgr.,28,starostka,Vrbov
20,#Sieť,113,Tibor Martinčič,Mgr.,36,generálny manažér HK 36 Skalica,Skalica
20,#Sieť,114,Martin Vician,Ing.,36,finančný manažér,Bratislava - Karlova Ves
20,#Sieť,115,Miroslav Bukovan,,40,podnikateľ,Čadca
20,#Sieť,116,Barbara Pavlíková,PhDr. Mgr. PhD.,30,vysokoškolská pedagogička,Nitra
20,#Sieť,117,Denisa Vargová Lukáčová,PhDr.,31,zamestnankyňa verejnej správy,Šemša
20,#Sieť,118,Miroslav Burgel,PhDr.,29,administratívny pracovník,Liptovský Mikuláš
20,#Sieť,119,Andrej Magyar,,25,hasič,Strážske
20,#Sieť,120,Peter Thirring,Bc.,45,manažér exportu,Nové Zámky
20,#Sieť,121,Róbert Kessler,JUDr.,49,advokát,Trnava
20,#Sieť,122,Miroslav Vitikáč,Dipl. Ing.,26,inžinier kvality,Spišská Nová Ves
20,#Sieť,123,Matúš Komendát,,25,živnostník,Čerhov
20,#Sieť,124,Pavol Horák,Ing.,30,obchodný referent,Beluša
20,#Sieť,125,Ján Chovanec,JUDr.,50,výsluhový dôchodca,Hnúšťa
20,#Sieť,126,Silvia Žeňuchová,Mgr.,46,starostka,Koromľa
20,#Sieť,127,Tibor Szládicsek,Mgr.,48,starosta,Slovenská Nová Ves
20,#Sieť,128,Peter Kobela,Ing.,29,podnikateľ,Horná Súča
20,#Sieť,129,Terézia Stanková,PaedDr. Ing.,41,manažérka,Sečovce
20,#Sieť,130,Ondrej Kubala,Mgr.,27,pracovník s mládežou,Bánovce nad Bebravou
20,#Sieť,131,Martin Oťapka,Ing.,38,projektový manažér,Bratislava - Vajnory
20,#Sieť,132,Milan Simušiak,Ing.,46,riaditeľ logistiky,Prievidza
20,#Sieť,133,Michaela Porvichová,Bc.,26,študentka VŠ,Dolný Kubín
20,#Sieť,134,Tibor Papšo,Ing.,45,živnostník poľnohospodár,Šuja
20,#Sieť,135,Erik Lajtman,MUDr. PhD.,43,lekár,Nitra
